"filename", "language", "C++", "Makefile", "Markdown", "HTML", "CSS", "JSON", "ShaderLab", "XML", "JavaScript", "comment", "blank", "total"
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\dir_4351554941a2744586042c1cf3cf139a.html", "HTML", 0, 0, 0, 80, 0, 0, 0, 0, 0, 4, 3, 87
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\dir_f6ba4c3dca55a8d4e7d63c8235e0ad43.html", "HTML", 0, 0, 0, 78, 0, 0, 0, 0, 0, 4, 3, 85
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\dir_fda32cf7bec00275262cb8799a618f76.html", "HTML", 0, 0, 0, 72, 0, 0, 0, 0, 0, 4, 3, 79
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\doxygen.css", "CSS", 0, 0, 0, 0, 1497, 0, 0, 0, 0, 48, 297, 1842
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\doxygen.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 1, 27
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\dynsections.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 80, 32, 10, 122
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\extra.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\files.html", "HTML", 0, 0, 0, 78, 0, 0, 0, 0, 0, 4, 3, 85
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\glfw3_8h.html", "HTML", 0, 0, 0, 1555, 0, 0, 0, 0, 0, 4, 61, 1620
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\glfw3_8h_source.html", "HTML", 0, 0, 0, 1149, 0, 0, 0, 0, 0, 4, 3, 1156
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\glfw3native_8h.html", "HTML", 0, 0, 0, 154, 0, 0, 0, 0, 0, 4, 3, 161
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\glfw3native_8h_source.html", "HTML", 0, 0, 0, 279, 0, 0, 0, 0, 0, 4, 3, 286
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__buttons.html", "HTML", 0, 0, 0, 245, 0, 0, 0, 0, 0, 4, 27, 276
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__context.html", "HTML", 0, 0, 0, 277, 0, 0, 0, 0, 0, 4, 15, 296
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__errors.html", "HTML", 0, 0, 0, 269, 0, 0, 0, 0, 0, 4, 25, 298
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__gamepad__axes.html", "HTML", 0, 0, 0, 175, 0, 0, 0, 0, 0, 4, 17, 196
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__gamepad__buttons.html", "HTML", 0, 0, 0, 357, 0, 0, 0, 0, 0, 4, 43, 404
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__hat__state.html", "HTML", 0, 0, 0, 203, 0, 0, 0, 0, 0, 4, 21, 228
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__init.html", "HTML", 0, 0, 0, 507, 0, 0, 0, 0, 0, 4, 35, 546
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__input.html", "HTML", 0, 0, 0, 2114, 0, 0, 0, 0, 0, 4, 111, 2229
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__joysticks.html", "HTML", 0, 0, 0, 315, 0, 0, 0, 0, 0, 4, 37, 356
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__keys.html", "HTML", 0, 0, 0, 1793, 0, 0, 0, 0, 0, 4, 247, 2044
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__mods.html", "HTML", 0, 0, 0, 173, 0, 0, 0, 0, 0, 4, 15, 192
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__monitor.html", "HTML", 0, 0, 0, 797, 0, 0, 0, 0, 0, 4, 41, 842
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__native.html", "HTML", 0, 0, 0, 751, 0, 0, 0, 0, 0, 4, 51, 806
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__shapes.html", "HTML", 0, 0, 0, 173, 0, 0, 0, 0, 0, 4, 15, 192
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__vulkan.html", "HTML", 0, 0, 0, 334, 0, 0, 0, 0, 0, 4, 15, 353
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\group__window.html", "HTML", 0, 0, 0, 3215, 0, 0, 0, 0, 0, 4, 209, 3428
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\index.html", "HTML", 0, 0, 0, 87, 0, 0, 0, 0, 0, 4, 3, 94
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\input_8dox.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 4, 3, 75
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\input_guide.html", "HTML", 0, 0, 0, 556, 0, 0, 0, 0, 0, 4, 3, 563
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\internal_8dox.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 4, 3, 75
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\internals_guide.html", "HTML", 0, 0, 0, 119, 0, 0, 0, 0, 0, 4, 3, 126
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\intro_8dox.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 4, 3, 75
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\intro_guide.html", "HTML", 0, 0, 0, 323, 0, 0, 0, 0, 0, 4, 3, 330
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\jquery.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 1, 35
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\main_8dox.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 4, 3, 75
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\menu.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 107, 27, 2, 136
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\menudata.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 1, 31
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\modules.html", "HTML", 0, 0, 0, 88, 0, 0, 0, 0, 0, 4, 3, 95
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\monitor_8dox.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 4, 3, 75
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\monitor_guide.html", "HTML", 0, 0, 0, 216, 0, 0, 0, 0, 0, 4, 3, 223
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\moving_8dox.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 4, 3, 75
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\moving_guide.html", "HTML", 0, 0, 0, 361, 0, 0, 0, 0, 0, 4, 3, 368
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\news.html", "HTML", 0, 0, 0, 608, 0, 0, 0, 0, 0, 4, 3, 615
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\news_8dox.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 4, 3, 75
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\pages.html", "HTML", 0, 0, 0, 86, 0, 0, 0, 0, 0, 4, 3, 93
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\quick_8dox.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 4, 3, 75
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\quick_guide.html", "HTML", 0, 0, 0, 385, 0, 0, 0, 0, 0, 4, 3, 392
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_0.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_1.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_10.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_10.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_11.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_11.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_2.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 10
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_3.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_4.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_5.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 477, 0, 1, 478
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_6.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_7.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 12
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_8.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_9.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_9.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_a.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_a.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 12
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_b.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_c.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_c.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_d.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_e.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_e.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_f.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\all_f.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\classes_0.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\classes_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\close.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 1, 32
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\defines_0.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\defines_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 1, 33
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_0.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_1.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_2.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_3.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_4.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_5.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_6.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_7.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_8.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\files_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\functions_0.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\functions_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 1, 147
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_0.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_1.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_2.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_3.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_4.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_5.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_6.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_7.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_8.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_9.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_9.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_a.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\groups_a.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\mag_sel.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 72, 0, 1, 2, 75
"c:\Drive\Dev\CPP\opengl\Dependencies\GLFW\docs\html\search\nomatches.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
